claim_id,description,actual_severity,filing_date
CLM01079,Small scratch along quarter panel noticed on 10/29/2024. Unknown cause. 2021 Mazda CX-5 parked at Worcester Parking Garage.,Low,2024-10-29
CLM01080,"Bird damage to paint on hood on 364 days ago. 2020 GMC Sierra. Etching visible, needs touch-up.",Low,2024-10-06
CLM01081,Rear-ended at intersection of Hill Ave and Broadway in Worcester on 02/23/2025. My 2019 Audi A4 sustained moderate damage to side mirror. Police report filed.,Medium,2025-02-23
CLM01082,"Minor bumper contact in parking garage on November 12, 2024. 2020 Lexus RX. Both parties exchanged information.",Low,2024-11-12
CLM01083,"Total loss - 2021 Tesla Model 3 completely submerged during flooding on Hill Ave near Brookline on July 26, 2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2025-07-26
CLM01084,Shopping cart dent on side mirror at Springfield shopping center on 351 days ago. 2020 Subaru Outback. Superficial damage only.,Low,2024-10-19
CLM01085,"Minor bumper contact in parking garage on May 26, 2025. 2018 Ford F-150. Both parties exchanged information.",Low,2025-05-26
CLM01086,Vehicle damaged by shopping cart blown by wind on 10/25/2024. 2018 Ford F-150 has dents on passenger side. Security footage available.,Medium,2024-10-25
CLM01087,Collision with deer on River Road near Cambridge on 09/11/2025. 2019 Honda Accord has front-end damage including windshield and side mirror. Police report available.,Medium,2025-09-11
CLM01088,"Multi-vehicle pileup on 03/30/2025 on highway near Malden. 2022 Acura MDX sandwiched between two vehicles. Damage to front and rear including quarter panel, driver side door, side mirror. Major traffic incident with police investigation ongoing.",High,2025-03-30
CLM01089,Minor parking lot incident on 12/17/2024. Small scratch on hood of my 2018 Ford F-150. No injuries. Other party left contact information.,Low,2024-12-17
CLM01090,"Shopping cart dent on passenger side at Springfield shopping center on June 18, 2025. 2019 Nissan Altima. Superficial damage only.",Low,2025-06-18
CLM01091,"Tree fell on 2021 Volvo XC90 during severe storm on 10/27/2024 at 9877 River Road, Somerville. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2024-10-27
CLM01092,Minor parking lot incident on 201 days ago. Small scratch on trunk of my 2021 Mazda CX-5. No injuries. Other party left contact information.,Low,2025-03-18
CLM01093,"My 2019 Nissan Altima was struck by drunk driver on 04/24/2025 at Somerville Parking Garage. Extensive damage to rear bumper, driver side door, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-04-24
CLM01094,Tire damage from pothole on Washington Blvd on 02/08/2025. 2022 Mercedes-Benz C-Class. Tire needs replacement.,Low,2025-02-08
CLM01095,Side-swiped on highway near Hartford on 01/27/2025. 2021 Volkswagen Jetta has damage to headlight and front bumper. Other driver cited for unsafe lane change.,Medium,2025-01-27
CLM01096,"URGENT: House fire at 1947 Broadway, Worcester on July 21, 2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $200,000. Fire department report available. Family displaced.",High,2025-07-21
CLM01097,Collision with deer on Hill Ave near Newton on 05/15/2025. 2020 Chevrolet Silverado has front-end damage including tail light and fender. Police report available.,Medium,2025-05-15
CLM01098,"Minor scrape on rear bumper while parking on May 29, 2025 at Medford Shopping Center. 2019 Honda Accord. Paint transfer visible.",Low,2025-05-29
CLM01099,Broken quarter panel discovered on 06/01/2025 at Somerville Mall. Likely vandalism while parked. 2019 Audi A4.,Low,2025-06-01
CLM01100,Tire damage from pothole on Oak Ave on 06/03/2025. 2021 Volkswagen Jetta. Tire needs replacement.,Low,2025-06-03
CLM01101,"Shopping cart dent on hood at Worcester shopping center on February 03, 2025. 2019 Nissan Altima. Superficial damage only.",Low,2025-02-03
CLM01102,"URGENT: Major collision on 04/06/2025 at Pine Road and Elm Street in Somerville. My 2019 Nissan Altima was hit by driver who ran red light. Extensive damage to trunk, driver side door, and headlight. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2025-04-06
CLM01103,Minor parking lot incident on 38 days ago. Small scratch on passenger side of my 2019 Nissan Altima. No injuries. Other party left contact information.,Low,2025-08-28
CLM01104,"URGENT: Major collision on December 02, 2024 at Maple Drive and Summer St in Malden. My 2019 Nissan Altima was hit by driver who ran red light. Extensive damage to quarter panel, fender, and front bumper. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2024-12-02
CLM01105,"Collision with deer on Main St near Waltham on October 13, 2024. 2019 Audi A4 has front-end damage including front bumper and hood. Police report available.",Medium,2024-10-13
CLM01106,Small scratch along headlight noticed on 07/26/2025. Unknown cause. 2019 Honda Accord parked at Lowell Parking Garage.,Low,2025-07-26
CLM01107,"Small dent from hail storm on January 05, 2025. 2020 Chevrolet Silverado parked at Hartford Plaza. hood affected.",Low,2025-01-05
CLM01108,"Minor collision at stoplight on September 07, 2025. 2020 Chevrolet Silverado bumped from behind. Damage to tail light.",Medium,2025-09-07
CLM01109,Minor parking lot incident on 205 days ago. Small scratch on side mirror of my 2020 Toyota Camry. No injuries. Other party left contact information.,Low,2025-03-14
CLM01110,Minor collision at stoplight on 07/25/2025. 2021 Volvo XC90 bumped from behind. Damage to windshield.,Medium,2025-07-25
CLM01111,Shopping cart dent on fender at Malden shopping center on 10/11/2024. 2018 Ford F-150. Superficial damage only.,Low,2024-10-11
CLM01112,Minor collision at stoplight on 10/19/2024. 2021 Volkswagen Jetta bumped from behind. Damage to rear bumper.,Medium,2024-10-19
CLM01113,Minor bumper contact in parking garage on 04/25/2025. 2019 Audi A4. Both parties exchanged information.,Low,2025-04-25
CLM01114,Minor collision at stoplight on 27 days ago. 2020 Chevrolet Silverado bumped from behind. Damage to trunk.,Medium,2025-09-08
CLM01115,"Minor parking lot incident on September 24, 2025. Small scratch on trunk of my 2020 Toyota Camry. No injuries. Other party left contact information.",Low,2025-09-24
CLM01116,"Broken quarter panel discovered on December 25, 2024 at Malden Plaza. Likely vandalism while parked. 2021 Volvo XC90.",Low,2024-12-25
CLM01117,"Multi-vehicle pileup on July 19, 2025 on highway near Springfield. 2022 Mercedes-Benz C-Class sandwiched between two vehicles. Damage to front and rear including windshield, passenger side, side mirror. Major traffic incident with police investigation ongoing.",High,2025-07-19
CLM01118,Minor scrape on fender while parking on 306 days ago at Brookline Parking Garage. 2019 Nissan Altima. Paint transfer visible.,Low,2024-12-03
CLM01119,Tire damage from pothole on River Road on 02/22/2025. 2018 Dodge Ram. Tire needs replacement.,Low,2025-02-22
CLM01120,"Vehicle struck by falling branch during storm on April 03, 2025. 2019 Infiniti Q50 has damage to rear bumper and windshield. Tree maintenance company notified.",Medium,2025-04-03
CLM01121,"Windshield chip from road debris on May 31, 2025 while driving on River Road. 2019 Hyundai Elantra. Small chip needs repair before it spreads.",Low,2025-05-31
CLM01122,"Collision with deer on Pine Road near Worcester on September 28, 2025. 2018 Jeep Wrangler has front-end damage including fender and windshield. Police report available.",Medium,2025-09-28
CLM01123,Small scratch along windshield noticed on 334 days ago. Unknown cause. 2019 Infiniti Q50 parked at Boston Plaza.,Low,2024-11-05
CLM01124,"Backed into pole in parking lot on November 16, 2024 at Boston Plaza. 2020 Toyota Camry has dent in quarter panel. My fault, estimated repair cost $3,500.",Medium,2024-11-16
CLM01125,"Small scratch along windshield noticed on January 08, 2025. Unknown cause. 2020 GMC Sierra parked at Somerville Mall.",Low,2025-01-08
CLM01126,"Multi-vehicle pileup on 09/22/2025 on highway near Hartford. 2022 Acura MDX sandwiched between two vehicles. Damage to front and rear including trunk, side mirror, windshield. Major traffic incident with police investigation ongoing.",High,2025-09-22
CLM01127,Tire damage from pothole on Main St on 113 days ago. 2020 Subaru Outback. Tire needs replacement.,Low,2025-06-14
CLM01128,"Tire damage from pothole on Elm Street on May 19, 2025. 2020 Toyota Camry. Tire needs replacement.",Low,2025-05-19
CLM01129,"Hit and run while parked on March 11, 2025 at Worcester Plaza. 2020 Toyota Camry has significant damage to hood. Witnesses provided partial plate number.",Medium,2025-03-11
CLM01130,Small dent from hail storm on 06/28/2025. 2019 Audi A4 parked at Worcester Plaza. driver side door affected.,Low,2025-06-28
CLM01131,"Bird damage to paint on hood on 230 days ago. 2019 Nissan Altima. Etching visible, needs touch-up.",Low,2025-02-17
CLM01132,Broken rear bumper discovered on 03/31/2025 at Brookline Mall. Likely vandalism while parked. 2020 Subaru Outback.,Low,2025-03-31
CLM01133,Vehicle struck by falling branch during storm on 01/16/2025. 2021 Volvo XC90 has damage to headlight and windshield. Tree maintenance company notified.,Medium,2025-01-16
CLM01134,"URGENT: House fire at 4722 Washington Blvd, Springfield on January 16, 2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $200,000. Fire department report available. Family displaced.",High,2025-01-16
CLM01135,"Shopping cart dent on fender at Cambridge shopping center on October 12, 2024. 2019 Infiniti Q50. Superficial damage only.",Low,2024-10-12
CLM01136,Collision with deer on Oak Ave near Malden on 09/18/2025. 2018 Ford F-150 has front-end damage including rear bumper and hood. Police report available.,Medium,2025-09-18
CLM01137,Shopping cart dent on rear bumper at Boston shopping center on 05/16/2025. 2018 Jeep Wrangler. Superficial damage only.,Low,2025-05-16
CLM01138,Windshield chip from road debris on 49 days ago while driving on School Road. 2019 Honda Accord. Small chip needs repair before it spreads.,Low,2025-08-17
CLM01139,Shopping cart dent on side mirror at Medford shopping center on 154 days ago. 2019 Honda Accord. Superficial damage only.,Low,2025-05-04
CLM01140,Minor parking lot incident on 03/18/2025. Small scratch on side mirror of my 2020 Toyota Camry. No injuries. Other party left contact information.,Low,2025-03-18
CLM01141,Tire damage from pothole on Union Street on 10/28/2024. 2020 Subaru Outback. Tire needs replacement.,Low,2024-10-28
CLM01142,"Small scratch along trunk noticed on July 29, 2025. Unknown cause. 2020 Subaru Outback parked at Newton Mall.",Low,2025-07-29
CLM01143,Small dent from hail storm on 11/25/2024. 2020 Kia Sorento parked at Hartford Parking Garage. driver side door affected.,Low,2024-11-25
CLM01144,"Backed into pole in parking lot on 177 days ago at Brookline Shopping Center. 2021 Mazda CX-5 has dent in driver side door. My fault, estimated repair cost $3,500.",Medium,2025-04-11
CLM01145,Tire damage from pothole on Main St on 359 days ago. 2020 GMC Sierra. Tire needs replacement.,Low,2024-10-11
CLM01146,Vehicle damaged by shopping cart blown by wind on 12/05/2024. 2020 Subaru Outback has dents on fender. Security footage available.,Medium,2024-12-05
CLM01147,"URGENT: Major collision on 271 days ago at Forest Drive and Church St in Lowell. My 2019 Nissan Altima was hit by driver who ran red light. Extensive damage to hood, quarter panel, and tail light. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2025-01-07
CLM01148,Broken hood discovered on 06/04/2025 at Newton Shopping Center. Likely vandalism while parked. 2021 Volkswagen Jetta.,Low,2025-06-04
CLM01149,Total loss - 2021 Mazda CX-5 completely submerged during flooding on Spring St near Hartford on 03/23/2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-03-23
CLM01150,Small dent from hail storm on 284 days ago. 2019 Hyundai Elantra parked at Lynn Mall. windshield affected.,Low,2024-12-25
CLM01151,Minor scrape on windshield while parking on 196 days ago at Medford Plaza. 2018 Ford F-150. Paint transfer visible.,Low,2025-03-23
CLM01152,Minor parking lot incident on 01/11/2025. Small scratch on windshield of my 2019 Audi A4. No injuries. Other party left contact information.,Low,2025-01-11
CLM01153,"Tree fell on 2021 Mazda CX-5 during severe storm on 170 days ago at 1007 Washington Blvd, Quincy. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-04-18
CLM01154,"Shopping cart dent on side mirror at Springfield shopping center on June 10, 2025. 2021 Mazda CX-5. Superficial damage only.",Low,2025-06-10
CLM01155,"Windshield chip from road debris on June 21, 2025 while driving on Broadway. 2020 GMC Sierra. Small chip needs repair before it spreads.",Low,2025-06-21
CLM01156,"Bird damage to paint on hood on May 31, 2025. 2022 Acura MDX. Etching visible, needs touch-up.",Low,2025-05-31
CLM01157,"My 2020 Toyota Camry was struck by drunk driver on 11/24/2024 at Cambridge Mall. Extensive damage to side mirror, windshield, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2024-11-24
CLM01158,"Backed into pole in parking lot on 315 days ago at Somerville Plaza. 2022 Mercedes-Benz C-Class has dent in tail light. My fault, estimated repair cost $3,500.",Medium,2024-11-24
CLM01159,Small dent from hail storm on 308 days ago. 2022 Mercedes-Benz C-Class parked at Somerville Plaza. fender affected.,Low,2024-12-01
CLM01160,Minor scrape on headlight while parking on 5 days ago at Somerville Mall. 2018 Jeep Wrangler. Paint transfer visible.,Low,2025-09-30
CLM01161,Vehicle struck by falling branch during storm on 164 days ago. 2018 Jeep Wrangler has damage to hood and windshield. Tree maintenance company notified.,Medium,2025-04-24
